Location,Base,Off_July_20,E21,E22,E23,Diff_23-20,percent_change_23over20
".Floyd County, Virginia",15475,15470,15510,15623,15679,209,1.3505654281098547
".Scott County, Tennessee",21848,21876,21891,21999,22171,295,1.3502380080556573
".Polk County, Arkansas",19213,19177,19333,19334,19436,259,1.348045594128975
".New Castle County, Delaware",570713,570918,572029,575254,578592,7674,1.3446338176982127
".Brule County, South Dakota",5240,5241,5243,5301,5311,70,1.3358778625954197
".Oklahoma County, Oklahoma",796555,798241,799845,803103,808866,10625,1.3338689732661273
".Catoosa County, Georgia",67874,68006,68436,68836,68910,904,1.3318796593688305
".Chester County, Tennessee",17344,17375,17465,17558,17606,231,1.3318726937269372
".Capitol Planning Region, Connecticut",976275,962436,970142,972068,975328,12892,1.3205295639036132
".La Plata County, Colorado",55637,55673,56169,56553,56407,734,1.319265956108345
".Fillmore County, Minnesota",21237,21243,21331,21454,21522,279,1.3137448792202289
".Greene County, Indiana",30796,30793,30862,31071,31196,403,1.3086115079880505
".Harford County, Maryland",260922,261230,263302,263815,264644,3414,1.3084370041621636
".Hardin County, Kentucky",110696,110829,111878,111743,112273,1444,1.3044735130447351
".Poquoson city, Virginia",12456,12473,12628,12624,12635,162,1.300578034682081
".Oregon County, Missouri",8636,8608,8625,8703,8720,112,1.2968967114404817
".Tippecanoe County, Indiana",186255,186387,187423,188237,188792,2405,1.2912405036106414
".Wabasha County, Minnesota",21384,21407,21515,21652,21683,276,1.2906846240179575
".Warren County, North Carolina",18639,18596,18798,18677,18836,240,1.2876227265411235
".Ripley County, Missouri",10677,10669,10645,10714,10806,137,1.2831319659080267
".Ohio County, Indiana",5935,5928,5994,6097,6004,76,1.2805391743892165
".Rappahannock County, Virginia",7349,7320,7431,7453,7414,94,1.2790855898761735
".Wexford County, Michigan",33673,33693,33898,34018,34122,429,1.274017759035429
".Malheur County, Oregon",31567,31642,31677,31858,32044,402,1.2734818006145658
".Taney County, Missouri",56058,56062,56304,56749,56775,713,1.2718969638588604
".Golden Valley County, North Dakota",1730,1721,1755,1746,1743,22,1.2716763005780347
".DeKalb County, Alabama",71617,71659,71912,72082,72569,910,1.2706480304955527
".Gonzales County, Texas",19658,19681,19636,19816,19930,249,1.2666598840166854
".Nowata County, Oklahoma",9320,9320,9352,9413,9438,118,1.2660944206008584
".Ralls County, Missouri",10356,10358,10368,10410,10489,131,1.2649671687910389
".Rice County, Minnesota",67101,67102,67341,67523,67948,846,1.2607859793445702
".Henry County, Tennessee",32200,32149,32246,32382,32554,405,1.2577639751552796
".Giles County, Tennessee",30341,30340,30401,30540,30721,381,1.2557265746020236
".Waukesha County, Wisconsin",406975,407496,409108,410273,412591,5095,1.251919651084219
".Kalawao County, Hawaii",80,80,81,81,81,1,1.25
".Lawrence County, Alabama",33074,33089,33073,33187,33502,413,1.2487150027211706
".Wayne County, North Carolina",117321,117221,116857,117449,118686,1465,1.248710801987709
".Dale County, Alabama",49322,49257,49395,49495,49871,614,1.2448805806739385
".McCreary County, Kentucky",16886,16840,16804,16783,17050,210,1.2436337794622765
".Cameron County, Texas",421020,421480,422636,424911,426710,5230,1.2422212721485915
".Saratoga County, New York",235502,235793,237846,238468,238711,2918,1.2390552946471793
".Sioux County, Nebraska",1131,1140,1146,1127,1154,14,1.237842617152962
".Marion County, Kentucky",19579,19592,19739,19748,19834,242,1.2360181827468206
".Kearney County, Nebraska",6683,6688,6683,6706,6770,82,1.2269938650306749
".Merrick County, Nebraska",7665,7661,7667,7715,7755,94,1.2263535551206783
".Adams County, Indiana",35805,35849,35991,36151,36288,439,1.2260857422147746
".Gila County, Arizona",53271,53351,53549,53922,54003,652,1.2239304687353343
".Franklin County, Pennsylvania",155945,155949,156573,156951,157854,1905,1.2215845330084325
".Harding County, South Dakota",1310,1308,1325,1339,1324,16,1.2213740458015268
".Pettis County, Missouri",42984,43006,43213,43397,43530,524,1.2190582542341337
".Kenton County, Kentucky",169042,169271,169698,170280,171321,2050,1.212716366346825
".Haywood County, North Carolina",62088,62218,62522,62615,62969,751,1.2095735085684833
".Whitley County, Indiana",34181,34329,34470,34577,34742,413,1.208273602293672
".Mecklenburg County, Virginia",30315,30283,30333,30527,30648,365,1.2040244103579087
".Blount County, Alabama",59130,59107,59079,59516,59816,709,1.1990529342127516
".Jones County, Iowa",20644,20653,20826,20949,20900,247,1.1964735516372795
".Grand County, Colorado",15715,15747,15851,15734,15935,188,1.1963092586700605
".Wicomico County, Maryland",103588,103565,104114,104486,104800,1235,1.1922230374174616
".Gibson County, Tennessee",50411,50444,50468,50826,51045,601,1.192200115054254
".Chattooga County, Georgia",24970,24925,24844,24962,25222,297,1.1894273127753305
".Outagamie County, Wisconsin",190703,190966,191320,192269,193234,2268,1.1892838602434153
".Covington County, Alabama",37563,37506,37570,37603,37952,446,1.1873386044778107
".Bremer County, Iowa",24990,25011,25118,25254,25307,296,1.1844737895158064
".Schoharie County, New York",29718,29753,30132,30091,30105,352,1.1844673261996097
".Somerset County, New Jersey",345353,344754,346498,347047,348842,4088,1.1837163713649512
".McNairy County, Tennessee",25855,25857,25846,25993,26163,306,1.1835234964223555
".Butler County, Nebraska",8374,8360,8454,8443,8459,99,1.1822307141151183
".District of Columbia, District of Columbia",689548,670839,669037,670949,678972,8133,1.1794682893721684
".Bates County, Missouri",16038,16053,16095,16170,16242,189,1.1784511784511784
".Hyde County, North Carolina",4588,4553,4643,4656,4607,54,1.176983435047951
".Morris County, New Jersey",509288,508439,510613,511219,514423,5984,1.174973688757638
".Nacogdoches County, Texas",64646,64616,64778,64994,65375,759,1.174086563747177
".Tulare County, California",473116,473914,477176,477884,479468,5554,1.1739192925202278
".Elko County, Nevada",53700,53664,53852,53979,54293,629,1.1713221601489758
".Skagit County, Washington",129524,129902,131005,131322,131417,1515,1.1696673975479448
".Schuyler County, Missouri",4029,4006,4015,4000,4053,47,1.1665425663936462
".Porter County, Indiana",173207,173318,174551,174848,175335,2017,1.164502589387265
".Newton County, Indiana",13835,13799,13820,13839,13960,161,1.1637152150343333
".Columbia County, Pennsylvania",64722,64686,64981,65289,65439,753,1.1634374710299435
".Blue Earth County, Minnesota",69114,69204,69380,69603,70006,802,1.1604016552362764
".Watauga County, North Carolina",54077,54122,54968,55013,54748,626,1.1576085951513584
".Carter County, Tennessee",56348,56371,56080,56485,57022,651,1.1553205082700362
".Carter County, Oklahoma",48006,48042,48254,48336,48596,554,1.1540224138649335
".Scott County, Indiana",24388,24377,24422,24500,24657,280,1.1481056257175661
".Schoolcraft County, Michigan",8050,8057,8048,8174,8149,92,1.1428571428571428
".Orange County, Texas",84810,84754,84666,85048,85722,968,1.1413748378728923
".Clark County, Idaho",789,792,793,810,801,9,1.1406844106463878
".Oldham County, Texas",1758,1763,1734,1761,1783,20,1.1376564277588168
".Barren County, Kentucky",44481,44505,44598,44872,45008,503,1.1308199006317303
".St. Mary's County, Maryland",113777,113999,114650,114783,115281,1282,1.1267655149986378
".Warren County, Indiana",8434,8423,8449,8488,8518,95,1.1263931705003556
".Colonial Heights city, Virginia",18170,18189,18225,18278,18393,204,1.1227297743533295
".Northwest Hills Planning Region, Connecticut",112465,112202,112953,113277,113463,1261,1.1212377184012805
".Washington County, Florida",25323,25320,24867,25405,25602,282,1.1136121312640683
".Humphreys County, Tennessee",18988,18998,19178,19023,19209,211,1.1112281440910048
".Pendleton County, Kentucky",14648,14648,14635,14703,14810,162,1.1059530311305297
".Lancaster County, Nebraska",322613,323165,323404,324434,326716,3551,1.100699599830137
".Pontotoc County, Mississippi",31187,31192,31325,31367,31535,343,1.0998172315387822
".Houston County, Alabama",107202,107284,107470,108047,108462,1178,1.0988600958937333
".Dukes County, Massachusetts",20605,20593,21127,20962,20819,226,1.0968211599126425
".Sterling County, Texas",1370,1382,1380,1426,1397,15,1.094890510948905
".Carbon County, Pennsylvania",64753,64752,65522,65493,65458,706,1.0902969746575448
".Jackson County, Kentucky",12957,12963,12980,12989,13104,141,1.0882148645519796
".Geneva County, Alabama",26658,26698,26620,26760,26988,290,1.0878535524045314
".Baker County, Oregon",16671,16731,16880,16937,16912,181,1.0857177133945173
".Brown County, Indiana",15474,15485,15592,15587,15653,168,1.0856921287320667
".Hunterdon County, New Jersey",128950,128786,129671,129805,130183,1397,1.0833656455990694
".Washington County, Nebraska",20862,20927,20991,21167,21152,225,1.0785159620362381
".Angelina County, Texas",86400,86388,86730,87124,87319,931,1.0775462962962963
".Johnson County, Georgia",9188,9183,8999,9211,9282,99,1.0774923813670005
".Clarke County, Georgia",128670,128551,129206,129726,129933,1382,1.0740654387192041
".Brown County, Illinois",6240,6227,6432,6316,6294,67,1.0737179487179487
".Dorchester County, Maryland",32529,32530,32594,32583,32879,349,1.0728888069107565
".Olmsted County, Minnesota",162850,163037,163742,164036,164784,1747,1.0727663494012896
".Clay County, Iowa",16380,16336,16454,16507,16511,175,1.0683760683760684
".Lavaca County, Texas",20342,20354,20538,20653,20571,217,1.0667584308327598
".Marion County, Iowa",33418,33414,33441,33630,33770,356,1.0652941528517565
".Shelby County, Texas",24018,23924,23984,24061,24179,255,1.0617037222083439
".Allegan County, Michigan",120514,120669,121068,121290,121939,1270,1.0538194732562192
".Taylor County, Iowa",5893,5862,5866,5875,5924,62,1.052095706770745
".Hillsborough County, New Hampshire",422938,422913,424413,427493,427354,4441,1.050035702632537
".Grand Traverse County, Michigan",95251,95425,95969,96298,96421,996,1.045658313298548
".Lancaster County, Pennsylvania",552989,552821,556292,556660,558589,5768,1.0430587226870698
".Guthrie County, Iowa",10621,10612,10588,10681,10722,110,1.03568402222013
".Adams County, Washington",20609,20607,20647,20898,20820,213,1.0335290407103692
".York County, Virginia",70052,70232,71104,71164,70952,720,1.0278079141209386
".Houston County, Tennessee",8288,8308,8298,8247,8393,85,1.0255791505791505
".Douglas County, Oregon",111203,111295,112149,112290,112435,1140,1.0251521991313184
".Liberty County, Montana",1956,1954,1933,1974,1974,20,1.0224948875255624
United States,331464948,331526933,332048977,333271411,334914895,3387962,1.0221177293232224
".Richmond city, Virginia",226548,226936,227140,228367,229247,2311,1.020092872150714
".Thurston County, Washington",294792,295998,298196,298639,299003,3005,1.019362804960786
".Muskegon County, Michigan",174736,174784,175550,175539,176564,1780,1.0186796080944969
".Rockland County, New York",338337,337367,339786,340357,340807,3440,1.0167377496401517
".Goshen County, Wyoming",12504,12515,12568,12636,12642,127,1.0156749840051182
".Marshall County, Mississippi",33753,33781,33755,33905,34123,342,1.013243267265132
".Leon County, Florida",292206,293955,296007,297282,296913,2958,1.012299542103858
".Franklin County, Florida",12452,12468,12183,12492,12594,126,1.0118856408609058
".Ogemaw County, Michigan",20768,20780,20774,20919,20990,210,1.011171032357473
".Asotin County, Washington",22286,22324,22469,22536,22549,225,1.009602440994346
".Red River County, Texas",11589,11561,11561,11605,11678,117,1.009578048149107
".Sebastian County, Arkansas",127797,127808,128342,129109,129098,1290,1.0094133665109508
".Oceana County, Michigan",26656,26712,26860,26920,26981,269,1.0091536614645857
".Sioux County, Iowa",35863,35885,35959,36127,36246,361,1.006608482279787
".Buffalo County, Nebraska",50084,50193,50300,50532,50697,504,1.0063094002076511
".Owen County, Indiana",21327,21318,21514,21487,21532,214,1.0034228911708163
".De Soto Parish, Louisiana",26812,26845,26949,26856,27114,269,1.0032821124869462
".Custer County, Montana",11869,11866,11961,12000,11985,119,1.00261184598534
".Pamlico County, North Carolina",12270,12300,12342,12234,12423,123,1.0024449877750612
".Greater Bridgeport Planning Region, Connecticut",325774,324387,326752,327125,327651,3264,1.0019215775353465
".Independence County, Arkansas",37931,37940,38100,38254,38320,380,1.0018190925628114
".Beltrami County, Minnesota",46238,46255,46481,46511,46718,463,1.0013408884467323
".Washington County, Wisconsin",136758,136801,137253,137756,138168,1367,0.9995758931835799
".Iowa County, Wisconsin",23717,23719,23807,23958,23956,237,0.999283214571826
".Aleutians East Borough, Alaska",3421,3427,3417,3430,3461,34,0.9938614440222158
".Emanuel County, Georgia",22770,22893,22899,22946,23119,226,0.992534036012297
".Carter County, Montana",1411,1404,1413,1403,1418,14,0.9922041105598866
".Yankton County, South Dakota",23313,23286,23353,23412,23517,231,0.990863466735298
".White County, Indiana",24698,24673,24643,24660,24917,244,0.98793424568791
".Broward County, Florida",1944381,1943398,1935575,1946889,1962531,19133,0.9840149641454016
".Addison County, Vermont",37365,37355,37408,37555,37720,365,0.9768499933092466
".Jackson County, Kansas",13231,13239,13263,13292,13368,129,0.9749829944826544
".Caroline County, Maryland",33292,33270,33429,33427,33593,323,0.9702030517842124
".Houghton County, Michigan",37354,37237,37507,37160,37599,362,0.9691063875354714
".Berks County, Pennsylvania",428851,428671,429635,431573,432821,4150,0.9677020690169779
".Benton County, Iowa",25584,25549,25738,25742,25796,247,0.9654471544715447
".Gadsden County, Florida",43819,43411,43599,43393,43833,422,0.9630525571099295
".Plymouth County, Massachusetts",530819,530200,533059,533248,535308,5108,0.9622865797946193
".Goodhue County, Minnesota",47580,47578,48042,48041,48035,457,0.960487599831862
".Arenac County, Michigan",15003,15001,15016,15123,15145,144,0.9598080383923214
".Chelan County, Washington",79081,79238,79778,80038,79997,759,0.959775420138845
".Howard County, Maryland",332316,332814,335328,335366,336001,3187,0.9590269502521697
".Itawamba County, Mississippi",23862,23865,23885,23971,24093,228,0.9554940910233845
".Dodge County, Minnesota",20866,20889,20952,20992,21088,199,0.9537045912009968
".Kent County, Maryland",19198,19120,19244,19295,19303,183,0.9532242941973122
".Chippewa County, Wisconsin",66300,66341,66590,66753,66970,629,0.9487179487179488
".Oneida County, Wisconsin",37842,37869,38249,38193,38226,357,0.9433962264150944
".McHenry County, Illinois",310213,309882,311543,311558,312800,2918,0.940644009116317
".Platte County, Nebraska",34295,34287,34295,34355,34609,322,0.9389123778976527
".Conejos County, Colorado",7459,7451,7582,7587,7521,70,0.9384636010189034
".Routt County, Colorado",24825,24832,25058,25072,25064,232,0.9345417925478349
".Okmulgee County, Oklahoma",36710,36693,36848,37011,37035,342,0.9316262598746936
".Anne Arundel County, Maryland",588270,589106,592085,593347,594582,5476,0.9308650789603414
".Custer County, Nebraska",10532,10483,10486,10504,10581,98,0.9304975313330801
".Greene County, Ohio",167969,168131,168236,169027,169691,1560,0.9287428037316409
".Barton County, Missouri",11638,11623,11665,11695,11731,108,0.9279945007733288
".St. Francois County, Missouri",66919,66443,67010,66906,67058,615,0.9190215036088405
".Brown County, Wisconsin",268740,268951,268899,270068,271417,2466,0.9176155391828533
".Dearborn County, Indiana",50676,50750,50875,50900,51215,465,0.9175941273975847
".Carroll County, Indiana",20308,20339,20525,20514,20525,186,0.9158952137088832
